ID	SCT_ID	SCT_FSN	Laterality_ID	Laterality	Short_Code	Multi_Factor	Status	Deprecate_Reason	Diagnostic	Interventional	Substitute	Preferred	Synonym1	Synonym2	Synonym3
62100	911811000000107	Magnetic resonance imaging of transplanted liver (procedure)			MRILT	1	A		Y	N		MRI Transplanted liver			
62101	913451000000108	Percutaneous transluminal embolisation of inferior vena caval collateral vein using fluoroscopic guidance (procedure)			IEIVCE	1	A		N	Y		PTL Embolisation IVC collateral vein			
62102	913191000000106	Computed tomography of transplanted small intestine (procedure)			CTSBT	1	A		Y	N		CT Transplanted small bowel	CT Transplanted small intestine		
62103	913201000000108	Magnetic resonance imaging of transplanted small intestine (procedure)			MRISI	1	A		Y	N		MRI Transplanted small bowel	MRI Transplanted small intestine		
62104	913221000000104	Magnetic resonance imaging angiography of transplanted small intestine (procedure)			MRASI	1	A		Y	N		MRA Transplanted small bowel	MRA Transplanted small intestine		
62105	913281000000103	Fluoroscopy of transplanted small intestine with contrast (procedure)			FLSITC	1	A		Y	N		Fluoro transplanted small bowel contrast	Fluoro Transp Sm intestine with contrast		
62106	913321000000106	Fluoroscopic angiography of transplanted small intestine with contrast (procedure)			FASITC	1	A		Y	N		Angio transplanted small bowel with Cont	Fluoro Angio Transp Sm intestine Cont		
62107	913411000000109	Fluoroscopic direct puncture venography of orbit using contrast (procedure)	7771000	Left (qualifier value)	FPVOLC	1	A		Y	N		Fluoro puncture venogram orbit Cont Lt	Fluoro direct stab venogram orbit Left		
62108	913411000000109	Fluoroscopic direct puncture venography of orbit using contrast (procedure)	24028007	Right (qualifier value)	FPVORC	1	A		Y	N		Fluoro puncture venogram orbit Cont Rt	Fluoro direct stab venogram orbit Right		
62109	913411000000109	Fluoroscopic direct puncture venography of orbit using contrast (procedure)	51440002	Right and left (qualifier value)	FPVOBC	2	A		Y	N		Fluoro puncture venogram orbit Cont Both	Fluoro direct stab venogram orbit Both		
62110	911611000000108	Percutaneous thrombolysis of transplanted hepatic artery using fluoroscopic guidance (procedure)	7771000	Left (qualifier value)	ITHALJ	1	A		N	Y		Thrombolysis transplanted hepatic A Lt	Pc Thromb Transp hepatic artery Left		
62111	911611000000108	Percutaneous thrombolysis of transplanted hepatic artery using fluoroscopic guidance (procedure)	24028007	Right (qualifier value)	ITHARJ	1	A		N	Y		Thrombolysis transplanted hepatic A Rt	Pc Thromb Transp hepatic artery Right		
62112	911611000000108	Percutaneous thrombolysis of transplanted hepatic artery using fluoroscopic guidance (procedure)	51440002	Right and left (qualifier value)	ITHABJ	2	A		N	Y		Thrombolysis transplanted hepatic A Both	Pc Thromb Transp hepatic artery Both		
62113	911621000000102	Percutaneous thrombolysis of transplanted portal vein using fluoroscopic guidance (procedure)	7771000	Left (qualifier value)	ITPVLJ	1	A		N	Y		Thrombolysis transplanted portal V Left	Pc Thromb Transp portal vein Left		
62114	911621000000102	Percutaneous thrombolysis of transplanted portal vein using fluoroscopic guidance (procedure)	24028007	Right (qualifier value)	ITPVRJ	1	A		N	Y		Thrombolysis transplanted portal V Right	Pc Thromb Transp portal vein Right		
62115	911621000000102	Percutaneous thrombolysis of transplanted portal vein using fluoroscopic guidance (procedure)	51440002	Right and left (qualifier value)	ITPVBJ	2	A		N	Y		Thrombolysis transplanted portal V Both	Pc Thromb Transp portal vein Both		
62116	905911000000100	Cone beam computed tomography of teeth (procedure)			KDENT	1	A		Y	N		Cone beam CT dental			
62117	911651000000107	Percutaneous transluminal angioplasty of transplanted hepatic artery using fluoroscopic guidance (procedure)	7771000	Left (qualifier value)	ITHALP	1	A		N	Y		PTA Transplanted hepatic artery Left			
62118	911651000000107	Percutaneous transluminal angioplasty of transplanted hepatic artery using fluoroscopic guidance (procedure)	24028007	Right (qualifier value)	ITHARP	1	A		N	Y		PTA Transplanted hepatic artery Right			
62119	911651000000107	Percutaneous transluminal angioplasty of transplanted hepatic artery using fluoroscopic guidance (procedure)	51440002	Right and left (qualifier value)	ITHABP	2	A		N	Y		PTA Transplanted hepatic artery Both			
62120	911661000000105	Percutaneous transluminal angioplasty of transplanted portal vein using fluoroscopic guidance (procedure)	7771000	Left (qualifier value)	ITPVLP	1	A		N	Y		PTA Transplanted portal vein Left			
62121	911661000000105	Percutaneous transluminal angioplasty of transplanted portal vein using fluoroscopic guidance (procedure)	24028007	Right (qualifier value)	ITPVRP	1	A		N	Y		PTA Transplanted portal vein Right			
62122	911661000000105	Percutaneous transluminal angioplasty of transplanted portal vein using fluoroscopic guidance (procedure)	51440002	Right and left (qualifier value)	ITPVBP	2	A		N	Y		PTA Transplanted portal vein Both			
62123	241472007	Ultrasound scan of transplant liver (procedure)			USLVT	1	A		Y	N		US Transplanted liver			
62124	906161000000108	Percutaneous insertion of artificial tricuspid valve using fluoroscopic guidance (procedure)			ITRIVI	1	A		N	Y		Pc Insert artificial tricuspid valve			
62125	911171000000108	Insertion of permanent pacemaker atrial lead using fluoroscopic guidance (procedure)			IALPPI	1	A		N	Y		Insert atrial permanent pacemaker lead	Insertion of atrial PPM lead		
62126	914101000000102	Lumbar puncture using computed tomography guidance (procedure)			CLUMP	1	I	X	Y	N	CLUMP	CT Guided lumbar puncture			
62127	913361000000103	Fluoroscopic venography of transplanted small intestine with contrast (procedure)			FVSITC	1	A		Y	N		Venography transplanted Sm bowel Cont	Fluoro venogram Transp Sm intestine		
62128	913401000000107	Fluoroscopic percutaneous venography of orbit using contrast (procedure)	7771000	Left (qualifier value)	FVEOLC	1	A		Y	N		Fluoro Pc venogram orbit with Cont Left			
62129	913401000000107	Fluoroscopic percutaneous venography of orbit using contrast (procedure)	24028007	Right (qualifier value)	FVEORC	1	A		Y	N		Fluoro Pc venogram orbit with Cont Right			
62130	913401000000107	Fluoroscopic percutaneous venography of orbit using contrast (procedure)	51440002	Right and left (qualifier value)	FVEOBC	2	A		Y	N		Fluoro Pc venogram orbit with contrast B			
62131	914071000000106	Percutaneous injection of sclerosing agent into short saphenous vein using ultrasonography guidance (procedure)	7771000	Left (qualifier value)	USSSLJ	1	A		N	Y		US Guid Pc sclerotherapy short Saph V Lt			
62132	914071000000106	Percutaneous injection of sclerosing agent into short saphenous vein using ultrasonography guidance (procedure)	24028007	Right (qualifier value)	USSSRJ	1	A		N	Y		US Guid Pc sclerotherapy short Saph V Rt			
62133	914071000000106	Percutaneous injection of sclerosing agent into short saphenous vein using ultrasonography guidance (procedure)	51440002	Right and left (qualifier value)	USSSBJ	2	A		N	Y		US Guid Pc sclerotherapy short Saph V B			
62134	440408002	Diffusion weighted magnetic resonance imaging (procedure)			MDIFF	1	A		Y	N		MRI Diffusion weighted	Diffusion weighted MRI		
62135	276894001	Percutaneous balloon angioplasty of inferior vena cava (procedure)			IIVCCI	1	I	X	N	Y	IIVCCI	Pc inferior vena cava catheter	Pc IVC catheter		
62136	431645008	Percutaneous insertion of catheter into inferior vena cava using fluoroscopic guidance (procedure)			IIVCCI	1	A		N	Y		Pc inferior vena cava catheter	Pc IVC catheter		
62137	431985004	Magnetic resonance imaging of spine with contrast (procedure)			MSPNWC	4	A		Y	N		MRI Spine whole with contrast	Whole spine MRI with contrast		
62138	241645008	Magnetic resonance imaging of spine (procedure)			MSPNW	4	A		Y	N		MRI Spine whole	Whole spine MRI		
62139	811061000000107	Microwave ablation of lesion of liver using fluoroscopic guidance (procedure)			IMLLEA	1	A		N	Y		Fluoro Guid microwave Abl lesion liver	Liver microwave ablation		
62140	700505008	Computed tomography angiography of vessels of abdominal wall (procedure)			CAABVO	1	A		Y	N		CT Angiogram abdominal wall vessels			
62141	703139003	Computed tomography of lower limb for arthroplasty planning (procedure)	51440002	Right and left (qualifier value)	CAPLB	2	A		N	Y		CT Arthroplasty planning lower limb B	CT Arthroplasty planning lower leg Both		
62142	703139003	Computed tomography of lower limb for arthroplasty planning (procedure)	7771000	Left (qualifier value)	CAPLL	1	A		N	Y		CT Arthroplasty planning lower limb Lt	CT Arthroplasty planning lower leg Left		
62143	703139003	Computed tomography of lower limb for arthroplasty planning (procedure)	24028007	Right (qualifier value)	CAPLR	1	A		N	Y		CT Arthroplasty planning lower limb Rt	CT Arthroplasty planning lower leg Right		
62144	702420007	Computed tomography of facial bones with contrast (procedure)			CFABOC	1	A		Y	N		CT Facial bones with contrast			
62145	700495001	Percutaneous transluminal balloon occlusion of internal carotid artery using fluoroscopic guidance (procedure)	7771000	Left (qualifier value)	IICOL	1	A		N	Y		Pc Balln Occl internal carotid artery Lt			
62146	700495001	Percutaneous transluminal balloon occlusion of internal carotid artery using fluoroscopic guidance (procedure)	24028007	Right (qualifier value)	IICOR	1	A		N	Y		Pc Balln Occl internal carotid artery Rt			
62147	700101007	Percutaneous transluminal angioplasty of pulmonary vein using fluoroscopic guidance (procedure)	51440002	Right and left (qualifier value)	IPPVBP	2	A		N	Y		PTA Pulmonary vein Both			
62148	700101007	Percutaneous transluminal angioplasty of pulmonary vein using fluoroscopic guidance (procedure)	7771000	Left (qualifier value)	IPPVLP	1	A		N	Y		PTA Pulmonary vein Left			
62149	700101007	Percutaneous transluminal angioplasty of pulmonary vein using fluoroscopic guidance (procedure)	24028007	Right (qualifier value)	IPPVRP	1	A		N	Y		PTA Pulmonary vein Right			
62150	700069009	Percutaneous transluminal temporary balloon occlusion of subclavian artery using fluoroscopic guidance (procedure)	51440002	Right and left (qualifier value)	ISCAB	2	A		N	Y		Temp balloon Occl subclavian artery B	Pc Temp balloon occlusion subclavian A B		
62151	700069009	Percutaneous transluminal temporary balloon occlusion of subclavian artery using fluoroscopic guidance (procedure)	7771000	Left (qualifier value)	ISCAL	1	A		N	Y		Temp balloon Occl subclavian artery Lt	Pc Temp Balln occlusion subclavian A Lt		
62152	700069009	Percutaneous transluminal temporary balloon occlusion of subclavian artery using fluoroscopic guidance (procedure)	24028007	Right (qualifier value)	ISCAR	1	A		N	Y		Temp balloon Occl subclavian artery Rt	Pc Temp Balln occlusion subclavian A Rt		
62153	700068001	Percutaneous transluminal temporary balloon occlusion of subclavian vein using fluoroscopic guidance (procedure)	51440002	Right and left (qualifier value)	ISCVB	2	A		N	Y		Temp balloon Occl subclavian vein Both	Pc Temp balloon occlusion subclavian V B		
62154	700068001	Percutaneous transluminal temporary balloon occlusion of subclavian vein using fluoroscopic guidance (procedure)	7771000	Left (qualifier value)	ISCVL	1	A		N	Y		Temp balloon Occl subclavian vein Left	Pc Temp Balln occlusion subclavian V Lt		
62155	700068001	Percutaneous transluminal temporary balloon occlusion of subclavian vein using fluoroscopic guidance (procedure)	24028007	Right (qualifier value)	ISCVR	1	A		N	Y		Temp balloon Occl subclavian vein Right	Pc Temp Balln occlusion subclavian V Rt		
62156	700494002	Percutaneous transluminal balloon occlusion of vertebral artery using fluoroscopic guidance (procedure)	7771000	Left (qualifier value)	IVERL	1	A		N	Y		Pc Balln Occl vertebral artery Lt			
62157	700494002	Percutaneous transluminal balloon occlusion of vertebral artery using fluoroscopic guidance (procedure)	24028007	Right (qualifier value)	IVERR	1	A		N	Y		Pc Balln Occl vertebral artery Rt			
62158	703140001	Magnetic resonance imaging of lower limb for arthroplasty planning (procedure)	51440002	Right and left (qualifier value)	MAPLB	2	A		N	Y		MRI Arthroplasty planning lower limb B	MRI Arthroplasty planning lower leg Both		
62159	703140001	Magnetic resonance imaging of lower limb for arthroplasty planning (procedure)	7771000	Left (qualifier value)	MAPLL	1	A		N	Y		MRI Arthroplasty planning lower limb Lt	MRI Arthroplasty planning lower leg Left		
62160	703140001	Magnetic resonance imaging of lower limb for arthroplasty planning (procedure)	24028007	Right (qualifier value)	MAPLR	1	A		N	Y		MRI Arthroplasty planning lower limb Rt	MRI Arthroplasty planning lower leg Rt		
62162	702721007	Magnetic resonance imaging of temporomandibular joint with contrast (procedure)	51440002	Right and left (qualifier value)	MTMJBC	2	A		Y	N		MRI TMJ with contrast Both			
62163	702721007	Magnetic resonance imaging of temporomandibular joint with contrast (procedure)	7771000	Left (qualifier value)	MTMJLC	1	A		Y	N		MRI TMJ with contrast Left			
62164	702721007	Magnetic resonance imaging of temporomandibular joint with contrast (procedure)	24028007	Right (qualifier value)	MTMJRC	1	A		Y	N		MRI TMJ with contrast Right			
62165	702720008	Magnetic resonance imaging of wrist with contrast (procedure)	51440002	Right and left (qualifier value)	MWRIBC	2	A		Y	N		MRI Wrist with contrast Both	Wrist MRI with contrast Both		
62166	702720008	Magnetic resonance imaging of wrist with contrast (procedure)	7771000	Left (qualifier value)	MWRILC	1	I	X	Y	N	MWRILC	MRI Wrist with contrast Lt	Wrist MRI with contrast Lt		
62167	702720008	Magnetic resonance imaging of wrist with contrast (procedure)	24028007	Right (qualifier value)	MWRIRC	1	I	X	Y	N	MWRIRC	MRI Wrist with contrast Rt	Wrist MRI with contrast Rt		
62168	703620007	Post-therapy bremsstrahlung imaging (procedure)			NBREM	1	A		Y	N		NM Bremsstrahlung imaging post therapy			
62169	699586000	Positron emission tomography with computed tomography of liver using yttrium 90 microspheres (procedure)			NCLVP	1	A		Y	N		NM Y90 liver PET CT	NM Y90 microspheres liver PET CT		
62170	699587009	Positron emission tomography using 11c-metomidate with computed tomography (procedure)			NCMET	1	A		Y	N		NM 11C metomidate PET CT	PET CT metomidate		
62171	700357007	Radium 223 brachytherapy (procedure)			NR223	1	A		N	Y		NM Radium 223 therapy			
62172	700442004	Ultrasonography of fetal ductus venosus (procedure)			UOBDV	1	A		Y	N		US Obstetric ductus venosus	Obstetric US ductus venosus		
62173	271442007	Fetal anatomy study (procedure)			UODA	1	A		Y	N		US Obstetric detailed anatomy scan	Detailed anatomy scan obstetric US		
62174	702622007	Doppler ultrasonography of thoracodorsal artery (procedure)	51440002	Right and left (qualifier value)	UTDAB	2	A		Y	N		US Doppler thoracodorsal artery Both			
62175	702622007	Doppler ultrasonography of thoracodorsal artery (procedure)	7771000	Left (qualifier value)	UTDAL	1	A		Y	N		US Doppler thoracodorsal artery Left			
62176	702622007	Doppler ultrasonography of thoracodorsal artery (procedure)	24028007	Right (qualifier value)	UTDAR	1	A		Y	N		US Doppler thoracodorsal artery Right			
62177	169072007	Computed tomography scan - whole body (procedure)			CBODW	1	A		Y	N		CT Whole body			
62178	392002001	Endoscopy of vagina (procedure)			EVAGI	1	A		Y	N		Endoscopy of vagina	Vaginoscopy		
62179	418979006	Fluoroscopic angioplasty of tibial artery (procedure)	7771000	Left (qualifier value)	IANTLP	1	A		N	Y		Angioplasty tibial Left	Fluoroscopic angioplasty tibial Left		
62180	418979006	Fluoroscopic angioplasty of tibial artery (procedure)	24028007	Right (qualifier value)	IANTRP	1	A		N	Y		Angioplasty tibial Right	Fluoroscopic angioplasty tibial Right		
62181	418979006	Fluoroscopic angioplasty of tibial artery (procedure)	51440002	Right and left (qualifier value)	IANTBP	2	A		N	Y		Angioplasty tibial Both	Fluoroscopic angioplasty tibial Both		
62182	419089004	Computed tomography angiography of lower limb artery (procedure)	7771000	Left (qualifier value)	CALLL	1	A		Y	N		CT Angiogram lower limb Lt			
62183	419089004	Computed tomography angiography of lower limb artery (procedure)	24028007	Right (qualifier value)	CALLR	1	A		Y	N		CT Angiogram lower limb Rt			
62184	419277007	Computed tomography angiography of upper limb artery (procedure)	7771000	Left (qualifier value)	CAULL	1	A		Y	N		CT Angiogram upper limb Lt			
62185	419277007	Computed tomography angiography of upper limb artery (procedure)	24028007	Right (qualifier value)	CAULR	1	A		Y	N		CT Angiogram upper limb Rt			
62186	420106004	Fluoroscopic venography of renal transplant (procedure)			FVERT	1	A		Y	N		Venography transplanted kidney	Venogram renal transplant		
62187	444812008	Repair of aortic valve using fluoroscopic guidance (procedure)			IAVAPP	1	A		N	Y		Fluoro guided aortic valvuloplasty			
62188	334261000000106	Fluoroscopy guided insertion of portacath (procedure)			IPORCI	1	I	X	N	Y	IPORCI	Fluoro guided portacath insertion			
62189	897491000000101	Cone beam computed tomography of temporomandibular joint (procedure)	7771000	Left (qualifier value)	KTMJL	1	I	X	Y	N	KTMJL	Cone beam CT TMJ Left			
62190	920111000000103	Computed tomography scanogram of spine (procedure)			CSCAS	1	I	X	Y	N	CSCAS	CT Scanogram spine			
62191	920221000000100	Computed tomography of urinary tract excretory phase with contrast (procedure)			CUROGC	1	I	X	Y	N	CUROGC	CT Urogram excretory phase with contrast			
62192	920511000000109	Measurement of pulp pressure of spleen using fluoroscopic guidance (procedure)			FSPLP	1	I	X	Y	N	FSPLP	Fluoroscopy guided splenic pulp pressure	Measurement of spleen pulp pressure		
62193	921121000000100	Single photon emission computed tomography using technetium 99m with computed tomography of thyroid (procedure)			NTHYS	1	I	X	Y	N	NTHYS	NM Tc99m thyroid SPECT CT			
62194	921151000000105	X-ray of abdomen with contrast (procedure)			XABDOC	1	I	X	Y	N	XABDOC	XR Abdomen with contrast			
62195	924291000000105	Localisation of iodine 125 radioactive seed to breast lesion using ultrasonography guidance (procedure)	7771000	Left (qualifier value)	UGPBL	1	I	X	N	Y	UGPBL	US Guided I125 RSL breast lesion Left	US Localisation I125 seed breast Left		
62196	924291000000105	Localisation of iodine 125 radioactive seed to breast lesion using ultrasonography guidance (procedure)	24028007	Right (qualifier value)	UGPBR	1	I	X	N	Y	UGPBR	US Guided I125 RSL breast lesion Right	US Localisation I125 seed breast Right		
62197	924291000000105	Localisation of iodine 125 radioactive seed to breast lesion using ultrasonography guidance (procedure)	51440002	Right and left (qualifier value)	UGPBB	2	I	X	N	Y	UGPBB	US Guided I125 RSL breast lesion Both	US Localisation I125 seed breast Both		
62198	924301000000109	Localisation of iodine 125 radioactive seed to breast lesion using X-ray guidance (procedure)	7771000	Left (qualifier value)	XGPBL	1	I	X	N	Y	XGPBL	XR Guided I125 RSL breast lesion Left	XR Localisation I125 seed breast Left		
62199	924301000000109	Localisation of iodine 125 radioactive seed to breast lesion using X-ray guidance (procedure)	24028007	Right (qualifier value)	XGPBR	1	I	X	N	Y	XGPBR	XR Guided I125 RSL breast lesion Right	XR Localisation I125 seed breast Right		
62200	924301000000109	Localisation of iodine 125 radioactive seed to breast lesion using X-ray guidance (procedure)	51440002	Right and left (qualifier value)	XGPBB	2	I	X	N	Y	XGPBB	XR Guided I125 RSL breast lesion Both	XR Localisation I125 seed breast Both		
62201	924351000000105	Low dose computed tomography of thorax (procedure)			CLDTH	1	I	X	Y	N	CLDTH	CT Low dose thorax	CT Low dose chest		
62202	924381000000104	Percutaneous transluminal revascularisation of chronic total occlusion of coronary artery using fluoroscopic guidance (procedure)	7771000	Left (qualifier value)	IRCCL	1	I	X	N	Y	IRCCL	PTL Revascularisation CTO Cor artery Lt			
62203	924381000000104	Percutaneous transluminal revascularisation of chronic total occlusion of coronary artery using fluoroscopic guidance (procedure)	24028007	Right (qualifier value)	IRCCR	1	I	X	N	Y	IRCCR	PTL Revascularisation CTO Cor artery Rt			
62204	924381000000104	Percutaneous transluminal revascularisation of chronic total occlusion of coronary artery using fluoroscopic guidance (procedure)	51440002	Right and left (qualifier value)	IRCCB	2	I	X	N	Y	IRCCB	PTL Revascularisation CTO Cor artery B			
62205	924891000000109	Single photon emission computed tomography using iodine 123 meta-iodobenzylguanidine with computed tomography of pelvis (procedure)			NMIPV	1	I	X	Y	N	NMIPV	NM MIBG iodine 123 pelvis SPECT CT	NM MIBG I123 pelvis SPECT CT		
62206	925101000000106	Single photon emission computed tomography using iodine 123 meta-iodobenzylguanidine with computed tomography of abdomen (procedure)			NMIAD	1	I	X	Y	N	NMIAD	NM MIBG iodine 123 abdomen SPECT CT	NM MIBG I123 abdomen SPECT CT		
62207	925111000000108	Single photon emission computed tomography using iodine 123 meta-iodobenzylguanidine with computed tomography of thorax (procedure)			NMITH	1	I	X	Y	N	NMITH	NM MIBG iodine 123 thorax SPECT CT	NM MIBG I123 thorax SPECT CT		
62208	927171000000107	Single photon emission computed tomography using indium 111 labelled octreotide with computed tomography of abdomen (procedure)			NIOAD	1	I	X	Y	N	NIOAD	NM Indium 111 octreotide Abdo SPECT CT	NM In111 octreotide abdomen SPECT CT		
62209	927181000000109	Single photon emission computed tomography using indium 111 labelled octreotide with computed tomography of thorax (procedure)			NIOTH	1	I	X	Y	N	NIOTH	NM Indium 111 octreotide thorax SPECT CT	NM In111 octreotide chest SPECT CT		
62210	927191000000106	Single photon emission computed tomography using indium 111 labelled octreotide with computed tomography of pelvis (procedure)			NIOPV	1	I	X	Y	N	NIOPV	NM Indium 111 octreotide pelvis SPECT CT	NM In111 octreotide pelvis SPECT CT		
62211	927201000000108	Single photon emission computed tomography using indium 111 labelled octreotide with computed tomography of neck (procedure)			NIONK	1	I	X	Y	N	NIONK	NM Indium 111 octreotide neck SPECT CT	NM In111 octreotide neck SPECT CT		
62212	927271000000100	Single photon emission computed tomography using gallium 67 with computed tomography of abdomen (procedure)			NGABD	1	I	X	Y	N	NGABD	NM Gallium 67 abdomen SPECT CT	NM Ga67 abdomen SPECT CT		
62213	927281000000103	Single photon emission computed tomography using gallium 67 with computed tomography of thorax (procedure)			NGTHX	1	I	X	Y	N	NGTHX	NM Gallium 67 thorax SPECT CT	NM Ga67 chest SPECT CT		
62214	927291000000101	Single photon emission computed tomography using gallium 67 with computed tomography of pelvis (procedure)			NGPLV	1	I	X	Y	N	NGPLV	NM Gallium 67 pelvis SPECT CT	NM Ga67 pelvis SPECT CT		
62215	927521000000102	Ultrasonography of spleen with contrast (procedure)			USPLEC	1	I	X	Y	N	USPLEC	US Spleen with contrast			
62216	927531000000100	Ultrasonography of transplanted kidney with contrast (procedure)	7771000	Left (qualifier value)	UTKILC	1	A		Y	N		US Transplanted kidney with contrast Lt			
62217	927531000000100	Ultrasonography of transplanted kidney with contrast (procedure)	24028007	Right (qualifier value)	UTKIRC	1	A		Y	N		US Transplanted kidney with contrast Rt			
62218	927531000000100	Ultrasonography of transplanted kidney with contrast (procedure)	51440002	Right and left (qualifier value)	UTKIBC	2	A		Y	N		US Transplanted kidney with contrast B			
62219	927541000000109	Ultrasonography of tube device with contrast (procedure)			UTUBOC	1	I	X	Y	N	UTUBOC	US Tubogram with contrast			
62220	927611000000107	Fluoroscopic angioplasty of peroneal artery (procedure)	7771000	Left (qualifier value)	IANPLP	1	I	X	N	Y	IANPLP	Angioplasty peroneal Left	Fluoroscopic angioplasty peroneal Left		
62221	927611000000107	Fluoroscopic angioplasty of peroneal artery (procedure)	24028007	Right (qualifier value)	IANPRP	1	I	X	N	Y	IANPRP	Angioplasty peroneal Right	Fluoroscopic angioplasty peroneal Right		
62222	927611000000107	Fluoroscopic angioplasty of peroneal artery (procedure)	51440002	Right and left (qualifier value)	IANPBP	2	I	X	N	Y	IANPBP	Angioplasty peroneal Both	Fluoroscopic angioplasty peroneal Both		
62223	931371000000100	Computed tomography for patella tracking (procedure)			CPATT	1	A		Y	N		CT Patella tracking			
62224	931391000000101	Positron emission tomography fluorine 18 choline uptake study of brain (procedure)			NBRF18	1	I	X	Y	N	NBRF18	NM Choline brain PET F18			
62225	931621000000109	Endoscopic insertion of duodenal stent using fluoroscopic guidance (procedure)			EDUODS	1	I	X	N	Y	EDUODS	Endoscopic duodenal stent Fluoro guided	Endoscopic duodenal stent		
62226	931631000000106	Computed tomography for solid organ injury (procedure)			CSORG	1	I	X	Y	N	CSORG	CT Solid organ injury			
62227	933351000000105	Insertion of vagal nerve stimulator using fluoroscopic guidance (procedure)			IVANSI	1	I	X	N	Y	IVANSI	Insertion vagal nerve stimulator	Fluoroscopic guided insertion VNS		
62228	933721000000104	Removal of cardiac defibrillator using fluoroscopic guidance (procedure)			ICARDX	1	A		N	Y		Fluoro Guid cardiac defibrillator Remov	Cardiac defibrillator removal		
62229	933761000000107	Removal of cardiac pacemaker using fluoroscopic guidance (procedure)			IPACEX	1	I	X	N	Y	IPACEX	Fluoro guided cardiac pacemaker removal	Cardiac pacemaker removal		
62230	936291000000101	Post mortem ultrasonography (procedure)			UPMTM	1	I	X	Y	N	UPMTM	US Post mortem			
62231	936381000000107	Ultrasonography of brachial plexus (procedure)	7771000	Left (qualifier value)	UBPXL	1	I	X	Y	N	UBPXL	US Brachial plexus Left			
62232	936381000000107	Ultrasonography of brachial plexus (procedure)	24028007	Right (qualifier value)	UBPXR	1	I	X	Y	N	UBPXR	US Brachial plexus Right			
62233	936381000000107	Ultrasonography of brachial plexus (procedure)	51440002	Right and left (qualifier value)	UBPXB	2	I	X	Y	N	UBPXB	US Brachial plexus Both			
62234	936441000000105	Vacuum assisted excision of breast using ultrasound guidance (procedure)	7771000	Left (qualifier value)	UVEBL	1	I	X	N	Y	UVEBL	US Guid vacuum Ass excision breast Lt	Breast Vac Ass excision US guided left		
62235	936441000000105	Vacuum assisted excision of breast using ultrasound guidance (procedure)	24028007	Right (qualifier value)	UVEBR	1	I	X	N	Y	UVEBR	US Guid vacuum Ass excision breast Rt	Breast Vac Ass excision US guided right		
62236	936441000000105	Vacuum assisted excision of breast using ultrasound guidance (procedure)	51440002	Right and left (qualifier value)	UVEBB	2	I	X	N	Y	UVEBB	US Guid vacuum Ass excision breast Both	Breast Vac Ass excision US guided Both		
62237	45732007	Radiologic examination, osseous survey, complete (procedure)			XSKSU	3	A		Y	N		XR Skeletal survey	Skeletal survey		
62238	45732007	Radiologic examination, osseous survey, complete (procedure)			XSSPM	3	I	X	Y	N	XSSPM	XR Skeletal survey post mortem	Skeletal survey post mortem XR	Post mortem skeletal survey	
62239	931021000000101	Magnetic resonance imaging of heart for assessment of myocardial viability (procedure)			MCVIA	1	A		Y	N		MRI Cardiac myocardial viability	Cardiac myocardial viability MRI	Myocardial viability MRI	
62240	702502001	Computed tomography of lower limb with contrast (procedure)	51440002	Right and left (qualifier value)	CLLIBC	2	A		Y	N		CT Lower limb with contrast Both	Lower limb CT with contrast Both		
62241	847721000000104	Insertion of implantable venous access port using fluoroscopic guidance (procedure)			IPORCI	1	I	I	N	Y	IVEPOI	Fluoro guided portacath insertion			
62242	704964009	Percutaneous removal of calculus from renal pelvis by incision using fluoroscopic guidance (procedure)	51440002	Right and left (qualifier value)	IPYEBX	2	A		N	Y		Fluoro guided Pc pyelolithotomy Both	Percutaneous pyelolithotomy Both		
62243	704964009	Percutaneous removal of calculus from renal pelvis by incision using fluoroscopic guidance (procedure)	7771000	Left (qualifier value)	IPYELX	1	A		N	Y		Fluoro guided Pc pyelolithotomy Left	Percutaneous pyelolithotomy Left		
62244	704964009	Percutaneous removal of calculus from renal pelvis by incision using fluoroscopic guidance (procedure)	24028007	Right (qualifier value)	IPYERX	1	A		N	Y		Fluoro guided Pc pyelolithotomy Right	Percutaneous pyelolithotomy Right		
62245	704115002	Revision of cardiac pacemaker electrode using fluoroscopic guidance (procedure)			IRCPA	1	A		N	Y		Fluoro guided Rev Card pacemaker lead	Cardiac pacing lead revision		
62246	609224000	Magnetic resonance imaging of pathological specimen (procedure)			MPATH	1	A		Y	N		MRI Pathology specimen			
62247	706951006	Radionuclide non-imaging glomerular filtration rate estimation study (procedure)			NGFR1	1	A		Y	N		NM GFR estimation 1 sample			
62248	706951006	Radionuclide non-imaging glomerular filtration rate estimation study (procedure)			NGFR2	1	A		Y	N		NM GFR estimation 2 samples			
62249	706951006	Radionuclide non-imaging glomerular filtration rate estimation study (procedure)			NGFR3	1	A		Y	N		NM GFR estimation 3 samples			
62250	706951006	Radionuclide non-imaging glomerular filtration rate estimation study (procedure)			NGFR4	1	A		Y	N		NM GFR estimation 3 and late sample			
62251	704496006	Radionuclide imaging using yttrium (90-Y) labeled somatostatin analog (procedure)			NY90SY	1	A		Y	N		NM Y90 somatostatin analogue scan			
62252	703940002	X-ray of elbow for bone age (procedure)	51440002	Right and left (qualifier value)	XELBBY	2	A		Y	N		XR Elbow for bone age Both			
62253	703940002	X-ray of elbow for bone age (procedure)	7771000	Left (qualifier value)	XELBLY	1	A		Y	N		XR Elbow for bone age Left			
